Index_agg,Country or area,Country Code,ISO3 Alpha Code,ISO2 Alpha Code,City Code,Urban Agglomeration,Location type,Data,Sources,Statistical Concept,Note,Urban Population,Cluster
349,China,156,CHN,CN,20564,Jiaxing,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1990, 2000 and 2010; Estimate for 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
350,China,156,CHN,CN,20565,Jiayuguan,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
351,China,156,CHN,CN,23672,Jieyang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Register of 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
352,China,156,CHN,CN,20566,Jilin,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1990, 2000 and 2010; Estimate for 1964; Register of 1970, 1975 and 1982.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
353,China,156,CHN,CN,20567,"Ji'nan, Shandong",Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1964, 1982, 1990, 2000 and 2010; Register of 1961, 1962, 1970, 1975 and 1980.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
354,China,156,CHN,CN,23674,Jincheng,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
355,China,156,CHN,CN,20569,Jingdezhen,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1990, 2000 and 2010.",City Proper,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
356,China,156,CHN,CN,23677,Jingjiang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; UN Estimate for 1950.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
357,China,156,CHN,CN,20570,Jingmen,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1982, 1990, 2000 and 2010.",City Proper,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
358,China,156,CHN,CN,23678,"Jingzhou, Hubei",Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1982, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
359,China,156,CHN,CN,20571,Jinhua,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000, 2010 and 2015.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
360,China,156,CHN,CN,20572,"Jining, Shandong",Non-Capital,Urban agglomerations and capital cities,"Censuses of 1953, 1982, 1990, 2000 and 2010.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
361,China,156,CHN,CN,23679,Jinjiang,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Register of 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
362,China,156,CHN,CN,23681,Jinzhong,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1990, 2000 and 2010; Register of 1984.",Urban Agglomeration,"For the 1990 census, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
363,China,156,CHN,CN,20576,Jinzhou,Non-Capital,Urban agglomerations and capital cities,"Censuses of 1982, 1990, 2000 and 2010; Estimates for 1950, 1952 and 1970.",Urban Agglomeration,"For the 1982 and 1990 censuses, the data reflect all residents of urban areas of the city. For the 2000 and 2010 censuses, the population of the city is composed of population in all city districts meeting the criteria such as contiguous built-up areas, being the location of the local government, being a Street or Having a Resident Committee.",Urban Population,0
